scientific_name,park_name,observations
Allium obtusum var. obtusum,Great Smoky Mountains National Park,97
Allium obtusum var. obtusum,Yellowstone National Park,262
Allium obtusum var. obtusum,Yosemite National Park,130
Allium schoenoprasum,Bryce National Park,95
Allium schoenoprasum,Great Smoky Mountains National Park,71
Allium schoenoprasum,Yellowstone National Park,248
Allium schoenoprasum,Yosemite National Park,143
Allium textile,Bryce National Park,105
Allium textile,Great Smoky Mountains National Park,87
Allium textile,Yellowstone National Park,260
Allium textile,Yosemite National Park,181
Allium tribracteatum,Bryce National Park,125
Allium tribracteatum,Great Smoky Mountains National Park,66
Allium tribracteatum,Yellowstone National Park,230
Allium tribracteatum,Yosemite National Park,135
Allium tricoccum,Bryce National Park,104
Allium tricoccum,Great Smoky Mountains National Park,66
Allium tricoccum,Yellowstone National Park,300
Allium tricoccum,Yosemite National Park,184
Allium validum,Bryce National Park,117
Allium validum,Great Smoky Mountains National Park,54
Allium validum,Yellowstone National Park,227
Allium validum,Yosemite National Park,159
Allium vineale,Bryce National Park,78
Allium vineale,Great Smoky Mountains National Park,66
Allium vineale,Yellowstone National Park,258
Allium vineale,Yosemite National Park,166
Allium yosemitense,Bryce National Park,98
Allium yosemitense,Great Smoky Mountains National Park,79
Allium yosemitense,Yellowstone National Park,226
Allium yosemitense,Yosemite National Park,139
Allophyllum divaricatum,Bryce National Park,83
Allophyllum divaricatum,Great Smoky Mountains National Park,57
Allophyllum divaricatum,Yellowstone National Park,205
Allophyllum divaricatum,Yosemite National Park,130
Allophyllum gilioides ssp. gilioides,Bryce National Park,55
Allophyllum gilioides ssp. gilioides,Great Smoky Mountains National Park,54
Allophyllum gilioides ssp. gilioides,Yellowstone National Park,231
Allophyllum gilioides ssp. gilioides,Yosemite National Park,162
Allophyllum gilioides ssp. violaceum,Bryce National Park,127
Allophyllum gilioides ssp. violaceum,Great Smoky Mountains National Park,39
Allophyllum gilioides ssp. violaceum,Yellowstone National Park,275
Allophyllum gilioides ssp. violaceum,Yosemite National Park,129
Allophyllum integrifolium,Bryce National Park,114
Allophyllum integrifolium,Great Smoky Mountains National Park,89
Allophyllum integrifolium,Yellowstone National Park,266
Allophyllum integrifolium,Yosemite National Park,134
Allotropa virgata,Bryce National Park,94
Allotropa virgata,Great Smoky Mountains National Park,44
Allotropa virgata,Yellowstone National Park,226
Allotropa virgata,Yosemite National Park,151
Alnus incana ssp. tenuifolia,Bryce National Park,115
Alnus incana ssp. tenuifolia,Great Smoky Mountains National Park,78
Alnus incana ssp. tenuifolia,Yellowstone National Park,231
Alnus incana ssp. tenuifolia,Yosemite National Park,148
Alnus rhombifolia,Bryce National Park,106
Alnus rhombifolia,Great Smoky Mountains National Park,63
Alnus rhombifolia,Yellowstone National Park,228
Alnus rhombifolia,Yosemite National Park,168
Alnus serrulata,Bryce National Park,81
Alnus serrulata,Great Smoky Mountains National Park,89
Alnus serrulata,Yellowstone National Park,234
Alnus serrulata,Yosemite National Park,167
Alopecurus aequalis,Bryce National Park,73
Alopecurus aequalis,Great Smoky Mountains National Park,59
Alopecurus aequalis,Yellowstone National Park,256
Alopecurus aequalis,Yosemite National Park,154
Alopecurus arundinaceus,Bryce National Park,76
Alopecurus arundinaceus,Great Smoky Mountains National Park,100
Alopecurus arundinaceus,Yellowstone National Park,259
Alopecurus arundinaceus,Yosemite National Park,109
Alopecurus borealis,Bryce National Park,94
Alopecurus borealis,Great Smoky Mountains National Park,53
Alopecurus borealis,Yellowstone National Park,230
Alopecurus borealis,Yosemite National Park,141
Alopecurus carolinianus,Bryce National Park,140
Alopecurus carolinianus,Great Smoky Mountains National Park,71
Alopecurus carolinianus,Yellowstone National Park,255
Alopecurus carolinianus,Yosemite National Park,158
Alopecurus pratensis,Bryce National Park,130
Alopecurus pratensis,Great Smoky Mountains National Park,45
Alopecurus pratensis,Yellowstone National Park,270
Alopecurus pratensis,Yosemite National Park,149
Alyssum alyssoides,Bryce National Park,86
Alyssum alyssoides,Great Smoky Mountains National Park,60
Alyssum alyssoides,Yellowstone National Park,235
Alyssum alyssoides,Yosemite National Park,130
Alyssum desertorum,Bryce National Park,106
Alyssum desertorum,Great Smoky Mountains National Park,96
Alyssum desertorum,Yellowstone National Park,262
Alyssum desertorum,Yosemite National Park,142
Amaranthus albus,Bryce National Park,134
Amaranthus albus,Great Smoky Mountains National Park,72
Amaranthus albus,Yellowstone National Park,223
Amaranthus albus,Yosemite National Park,135
Amaranthus blitoides,Bryce National Park,98
Amaranthus blitoides,Great Smoky Mountains National Park,64
Amaranthus blitoides,Yellowstone National Park,228
Amaranthus blitoides,Yosemite National Park,168
Amaranthus californicus,Bryce National Park,82
Amaranthus californicus,Great Smoky Mountains National Park,103
Amaranthus californicus,Yellowstone National Park,274
Amaranthus californicus,Yosemite National Park,108
Amaranthus hybridus,Bryce National Park,128
Amaranthus hybridus,Great Smoky Mountains National Park,65
Amaranthus hybridus,Yellowstone National Park,221
Amaranthus hybridus,Yosemite National Park,163
Amaranthus retroflexus,Bryce National Park,90
Amaranthus retroflexus,Great Smoky Mountains National Park,54
Amaranthus retroflexus,Yellowstone National Park,239
Amaranthus retroflexus,Yosemite National Park,134
Amaranthus spinosus,Bryce National Park,93
Amaranthus spinosus,Great Smoky Mountains National Park,90
Amaranthus spinosus,Yellowstone National Park,245
Amaranthus spinosus,Yosemite National Park,152
Ambloplites rupestris,Bryce National Park,95
Ambloplites rupestris,Great Smoky Mountains National Park,92
Ambloplites rupestris,Yellowstone National Park,220
Ambloplites rupestris,Yosemite National Park,121
Amblystegium serpens,Bryce National Park,112
Amblystegium serpens,Great Smoky Mountains National Park,49
Amblystegium serpens,Yellowstone National Park,251
Amblystegium serpens,Yosemite National Park,123
Amblystegium varium,Bryce National Park,74
Amblystegium varium,Great Smoky Mountains National Park,64
Amblystegium varium,Yellowstone National Park,274
Amblystegium varium,Yosemite National Park,152
Ambrosia artemisiifolia,Bryce National Park,64
Ambrosia artemisiifolia,Great Smoky Mountains National Park,70
Ambrosia artemisiifolia,Yellowstone National Park,221
Ambrosia artemisiifolia,Yosemite National Park,140
Ambrosia bidentata,Bryce National Park,108
Ambrosia bidentata,Great Smoky Mountains National Park,90
Ambrosia bidentata,Yellowstone National Park,254
Ambrosia bidentata,Yosemite National Park,124
Ambrosia psilostachya,Bryce National Park,90
Ambrosia psilostachya,Great Smoky Mountains National Park,69
Ambrosia psilostachya,Yellowstone National Park,248
Ambrosia psilostachya,Yosemite National Park,186
Ambrosia trifida,Bryce National Park,91
Ambrosia trifida,Great Smoky Mountains National Park,46
Ambrosia trifida,Yellowstone National Park,279
Ambrosia trifida,Yosemite National Park,123
Ambystoma maculatum,Bryce National Park,92
Ambystoma maculatum,Great Smoky Mountains National Park,51
Ambystoma maculatum,Yellowstone National Park,233
Ambystoma maculatum,Yosemite National Park,163
Ambystoma mavortium melanostictum,Bryce National Park,84
Ambystoma mavortium melanostictum,Great Smoky Mountains National Park,79
Ambystoma mavortium melanostictum,Yellowstone National Park,287
Ambystoma mavortium melanostictum,Yosemite National Park,157
Ambystoma opacum,Bryce National Park,115
Ambystoma opacum,Great Smoky Mountains National Park,78
Ambystoma opacum,Yellowstone National Park,301
Ambystoma opacum,Yosemite National Park,167
Ambystoma talpoideum,Bryce National Park,105
Ambystoma talpoideum,Great Smoky Mountains National Park,82
Ambystoma talpoideum,Yellowstone National Park,254
Ambystoma talpoideum,Yosemite National Park,105
Ameiurus melas,Bryce National Park,100
Ameiurus melas,Great Smoky Mountains National Park,82
Ameiurus melas,Yellowstone National Park,265
Ameiurus melas,Yosemite National Park,154
Ameiurus natalis,Bryce National Park,105
Ameiurus natalis,Great Smoky Mountains National Park,95
Ameiurus natalis,Yellowstone National Park,240
Ameiurus natalis,Yosemite National Park,156
Amelanchier alnifolia var. alnifolia,Bryce National Park,136
Amelanchier alnifolia var. alnifolia,Great Smoky Mountains National Park,65
Amelanchier alnifolia var. alnifolia,Yellowstone National Park,267
Amelanchier alnifolia var. alnifolia,Yosemite National Park,150
Amelanchier alnifolia var. pumila,Bryce National Park,130
Amelanchier alnifolia var. pumila,Great Smoky Mountains National Park,59
Amelanchier alnifolia var. pumila,Yellowstone National Park,274
Amelanchier alnifolia var. pumila,Yosemite National Park,120
Amelanchier arborea,Bryce National Park,87
Amelanchier arborea,Great Smoky Mountains National Park,63
Amelanchier arborea,Yellowstone National Park,240
Amelanchier arborea,Yosemite National Park,141
Amelanchier canadensis,Bryce National Park,71
Amelanchier canadensis,Great Smoky Mountains National Park,89
Amelanchier canadensis,Yellowstone National Park,253
Amelanchier canadensis,Yosemite National Park,168
Amelanchier laevis,Bryce National Park,96
Amelanchier laevis,Great Smoky Mountains National Park,53
Amelanchier laevis,Yellowstone National Park,263
Amelanchier laevis,Yosemite National Park,200
Amelanchier sanguinea,Bryce National Park,113
Amelanchier sanguinea,Great Smoky Mountains National Park,67
Amelanchier sanguinea,Yellowstone National Park,242
Amelanchier sanguinea,Yosemite National Park,157
Amelanchier utahensis,Bryce National Park,111
Amelanchier utahensis,Great Smoky Mountains National Park,66
Amelanchier utahensis,Yellowstone National Park,242
Amelanchier utahensis,Yosemite National Park,134
Amianthium muscitoxicum,Bryce National Park,121
Amianthium muscitoxicum,Great Smoky Mountains National Park,90
Amianthium muscitoxicum,Yellowstone National Park,270
Amianthium muscitoxicum,Yosemite National Park,120
Ammannia coccinea,Bryce National Park,81
Ammannia coccinea,Great Smoky Mountains National Park,76
Ammannia coccinea,Yellowstone National Park,286
Ammannia coccinea,Yosemite National Park,159
Ammodramus henslowii,Bryce National Park,102
Ammodramus henslowii,Great Smoky Mountains National Park,28
Ammodramus henslowii,Yellowstone National Park,236
Ammodramus henslowii,Yosemite National Park,149
Ammodramus leconteii,Bryce National Park,81
Ammodramus leconteii,Great Smoky Mountains National Park,86
Ammodramus leconteii,Yellowstone National Park,213
Ammodramus leconteii,Yosemite National Park,137
Ammodramus savannarum,Bryce National Park,97
Ammodramus savannarum,Great Smoky Mountains National Park,58
Ammodramus savannarum,Yellowstone National Park,241
Ammodramus savannarum,Yosemite National Park,124
Ammoselinum butleri,Bryce National Park,112
Ammoselinum butleri,Great Smoky Mountains National Park,86
Ammoselinum butleri,Yellowstone National Park,283
Ammoselinum butleri,Yosemite National Park,179
Amorpha fruticosa,Bryce National Park,126
Amorpha fruticosa,Great Smoky Mountains National Park,52
Amorpha fruticosa,Yellowstone National Park,258
Amorpha fruticosa,Yosemite National Park,181
Amorpha georgiana,Bryce National Park,116
Amorpha georgiana,Great Smoky Mountains National Park,38
Amorpha georgiana,Yellowstone National Park,242
Amorpha georgiana,Yosemite National Park,147
Amorpha glabra,Bryce National Park,98
Amorpha glabra,Great Smoky Mountains National Park,80
Amorpha glabra,Yellowstone National Park,265
Amorpha glabra,Yosemite National Park,157
Ampelopsis arborea,Bryce National Park,88
Ampelopsis arborea,Great Smoky Mountains National Park,69
Ampelopsis arborea,Yellowstone National Park,256
Ampelopsis arborea,Yosemite National Park,152
Ampelopsis cordata,Bryce National Park,110
Ampelopsis cordata,Great Smoky Mountains National Park,67
Ampelopsis cordata,Yellowstone National Park,237
Ampelopsis cordata,Yosemite National Park,118
Amphicarpaea bracteata,Bryce National Park,156
Amphicarpaea bracteata,Great Smoky Mountains National Park,106
Amphicarpaea bracteata,Yellowstone National Park,264
Amphicarpaea bracteata,Yosemite National Park,187
Amphidium mougeotii,Bryce National Park,74
Amphidium mougeotii,Great Smoky Mountains National Park,73
Amphidium mougeotii,Yellowstone National Park,255
Amphidium mougeotii,Yosemite National Park,161
Amphispiza bilineata,Bryce National Park,89
Amphispiza bilineata,Great Smoky Mountains National Park,83
Amphispiza bilineata,Yellowstone National Park,239
Amphispiza bilineata,Yosemite National Park,130
Amsinckia lycopsoides,Bryce National Park,92
Amsinckia lycopsoides,Great Smoky Mountains National Park,74
Amsinckia lycopsoides,Yellowstone National Park,208
Amsinckia lycopsoides,Yosemite National Park,153
Amsinckia menziesii,Bryce National Park,121
Amsinckia menziesii,Great Smoky Mountains National Park,93
Amsinckia menziesii,Yellowstone National Park,221
Amsinckia menziesii,Yosemite National Park,151
Amsinckia menziesii var. intermedia,Bryce National Park,125
Amsinckia menziesii var. intermedia,Great Smoky Mountains National Park,59
Amsinckia menziesii var. intermedia,Yellowstone National Park,284
Amsinckia menziesii var. intermedia,Yosemite National Park,192
Amsinckia menziesii var. menziesii,Bryce National Park,87
Amsinckia menziesii var. menziesii,Great Smoky Mountains National Park,50
Amsinckia menziesii var. menziesii,Yellowstone National Park,277
Amsinckia menziesii var. menziesii,Yosemite National Park,159
Amsonia tabernaemontana var. tabernaemontana,Bryce National Park,91
Amsonia tabernaemontana var. tabernaemontana,Great Smoky Mountains National Park,97
Amsonia tabernaemontana var. tabernaemontana,Yellowstone National Park,282
Amsonia tabernaemontana var. tabernaemontana,Yosemite National Park,181
Anacamptodon splachnoides,Bryce National Park,126
Anacamptodon splachnoides,Great Smoky Mountains National Park,93
