scientific_name,park_name,observations,category,common_names,conservation_status,primary_common_name
Actitis macularia,Yosemite National Park,156,Bird,Spotted Sandpiper,Not Evaluated,Spotted Sandpiper
Actitis macularius,Bryce National Park,86,Bird,Spotted Sandpiper,Not Evaluated,Spotted Sandpiper
Actitis macularius,Great Smoky Mountains National Park,87,Bird,Spotted Sandpiper,Not Evaluated,Spotted Sandpiper
Actitis macularius,Yellowstone National Park,290,Bird,Spotted Sandpiper,Not Evaluated,Spotted Sandpiper
Actitis macularius,Yosemite National Park,181,Bird,Spotted Sandpiper,Not Evaluated,Spotted Sandpiper
Adenocaulon bicolor,Bryce National Park,123,Vascular Plant,American Trailplant,Not Evaluated,American Trailplant
Adenocaulon bicolor,Great Smoky Mountains National Park,97,Vascular Plant,American Trailplant,Not Evaluated,American Trailplant
Adenocaulon bicolor,Yellowstone National Park,210,Vascular Plant,American Trailplant,Not Evaluated,American Trailplant
Adenocaulon bicolor,Yosemite National Park,130,Vascular Plant,American Trailplant,Not Evaluated,American Trailplant
Adenostoma fasciculatum,Bryce National Park,128,Vascular Plant,Chamise,Not Evaluated,Chamise
Adenostoma fasciculatum,Great Smoky Mountains National Park,57,Vascular Plant,Chamise,Not Evaluated,Chamise
Adenostoma fasciculatum,Yellowstone National Park,245,Vascular Plant,Chamise,Not Evaluated,Chamise
Adenostoma fasciculatum,Yosemite National Park,148,Vascular Plant,Chamise,Not Evaluated,Chamise
Adiantum aleuticum,Bryce National Park,114,Vascular Plant,"Aleutian Maidenhair, Aleutian Maidenhair-Fern, Five-Finger Fern",Not Evaluated,Aleutian Maidenhair
Adiantum aleuticum,Great Smoky Mountains National Park,112,Vascular Plant,"Aleutian Maidenhair, Aleutian Maidenhair-Fern, Five-Finger Fern",Not Evaluated,Aleutian Maidenhair
Adiantum aleuticum,Yellowstone National Park,231,Vascular Plant,"Aleutian Maidenhair, Aleutian Maidenhair-Fern, Five-Finger Fern",Not Evaluated,Aleutian Maidenhair
Adiantum aleuticum,Yosemite National Park,152,Vascular Plant,"Aleutian Maidenhair, Aleutian Maidenhair-Fern, Five-Finger Fern",Not Evaluated,Aleutian Maidenhair
Adiantum jordanii,Bryce National Park,93,Vascular Plant,"California Maidenhair, California Maidenhair Fern",Not Evaluated,California Maidenhair
Adiantum jordanii,Great Smoky Mountains National Park,62,Vascular Plant,"California Maidenhair, California Maidenhair Fern",Not Evaluated,California Maidenhair
Adiantum jordanii,Yellowstone National Park,249,Vascular Plant,"California Maidenhair, California Maidenhair Fern",Not Evaluated,California Maidenhair
Adiantum jordanii,Yosemite National Park,155,Vascular Plant,"California Maidenhair, California Maidenhair Fern",Not Evaluated,California Maidenhair
Adiantum pedatum,Bryce National Park,94,Vascular Plant,"Northern Maiden-Hair Fern, Northern Maidenhair-Fern",Not Evaluated,Northern Maiden-Hair Fern
Adiantum pedatum,Great Smoky Mountains National Park,110,Vascular Plant,"Northern Maiden-Hair Fern, Northern Maidenhair-Fern",Not Evaluated,Northern Maiden-Hair Fern
Adiantum pedatum,Yellowstone National Park,241,Vascular Plant,"Northern Maiden-Hair Fern, Northern Maidenhair-Fern",Not Evaluated,Northern Maiden-Hair Fern
Adiantum pedatum,Yosemite National Park,127,Vascular Plant,"Northern Maiden-Hair Fern, Northern Maidenhair-Fern",Not Evaluated,Northern Maiden-Hair Fern
Adlumia fungosa,Bryce National Park,69,Vascular Plant,Climbing Fumitory,Not Evaluated,Climbing Fumitory
Adlumia fungosa,Great Smoky Mountains National Park,53,Vascular Plant,Climbing Fumitory,Not Evaluated,Climbing Fumitory
Adlumia fungosa,Yellowstone National Park,246,Vascular Plant,Climbing Fumitory,Not Evaluated,Climbing Fumitory
Adlumia fungosa,Yosemite National Park,144,Vascular Plant,Climbing Fumitory,Not Evaluated,Climbing Fumitory
Adoxa moschatellina,Bryce National Park,121,Vascular Plant,Muskroot,Not Evaluated,Muskroot
Adoxa moschatellina,Great Smoky Mountains National Park,86,Vascular Plant,Muskroot,Not Evaluated,Muskroot
Adoxa moschatellina,Yellowstone National Park,250,Vascular Plant,Muskroot,Not Evaluated,Muskroot
Adoxa moschatellina,Yosemite National Park,155,Vascular Plant,Muskroot,Not Evaluated,Muskroot
Aechmophorus clarkii,Bryce National Park,99,Bird,Clark's Grebe,Not Evaluated,Clark's Grebe
Aechmophorus clarkii,Great Smoky Mountains National Park,68,Bird,Clark's Grebe,Not Evaluated,Clark's Grebe
Aechmophorus clarkii,Yellowstone National Park,244,Bird,Clark's Grebe,Not Evaluated,Clark's Grebe
Aechmophorus clarkii,Yosemite National Park,166,Bird,Clark's Grebe,Not Evaluated,Clark's Grebe
Aechmophorus occidentalis,Bryce National Park,80,Bird,Western Grebe,Species of Concern,Western Grebe
Aechmophorus occidentalis,Great Smoky Mountains National Park,64,Bird,Western Grebe,Species of Concern,Western Grebe
Aechmophorus occidentalis,Yellowstone National Park,233,Bird,Western Grebe,Species of Concern,Western Grebe
Aechmophorus occidentalis,Yosemite National Park,132,Bird,Western Grebe,Species of Concern,Western Grebe
Aegilops cylindrica,Bryce National Park,76,Vascular Plant,Jointed Goatgrass,Not Evaluated,Jointed Goatgrass
Aegilops cylindrica,Great Smoky Mountains National Park,66,Vascular Plant,Jointed Goatgrass,Not Evaluated,Jointed Goatgrass
Aegilops cylindrica,Yellowstone National Park,245,Vascular Plant,Jointed Goatgrass,Not Evaluated,Jointed Goatgrass
Aegilops cylindrica,Yosemite National Park,149,Vascular Plant,Jointed Goatgrass,Not Evaluated,Jointed Goatgrass
Aegolius,Bryce National Park,95,Bird,Saw-Whet Owls,Not Evaluated,Saw-Whet Owls
Aegolius,Great Smoky Mountains National Park,42,Bird,Saw-Whet Owls,Not Evaluated,Saw-Whet Owls
Aegolius,Yellowstone National Park,263,Bird,Saw-Whet Owls,Not Evaluated,Saw-Whet Owls
Aegolius,Yosemite National Park,191,Bird,Saw-Whet Owls,Not Evaluated,Saw-Whet Owls
Aegolius acadicus,Bryce National Park,131,Bird,Northern Saw-Whet Owl,Not Evaluated,Northern Saw-Whet Owl
Aegolius acadicus,Great Smoky Mountains National Park,86,Bird,Northern Saw-Whet Owl,Not Evaluated,Northern Saw-Whet Owl
Aegolius acadicus,Yellowstone National Park,234,Bird,Northern Saw-Whet Owl,Not Evaluated,Northern Saw-Whet Owl
Aegolius acadicus,Yosemite National Park,91,Bird,Northern Saw-Whet Owl,Not Evaluated,Northern Saw-Whet Owl
Aegolius funereus,Bryce National Park,73,Bird,Boreal Owl,Not Evaluated,Boreal Owl
Aegolius funereus,Great Smoky Mountains National Park,82,Bird,Boreal Owl,Not Evaluated,Boreal Owl
Aegolius funereus,Yellowstone National Park,260,Bird,Boreal Owl,Not Evaluated,Boreal Owl
Aegolius funereus,Yosemite National Park,167,Bird,Boreal Owl,Not Evaluated,Boreal Owl
Aegopodium podagraria,Bryce National Park,112,Vascular Plant,"Bishops Goutweed, Old Man's Beard",Not Evaluated,Bishops Goutweed
Aegopodium podagraria,Great Smoky Mountains National Park,52,Vascular Plant,"Bishops Goutweed, Old Man's Beard",Not Evaluated,Bishops Goutweed
Aegopodium podagraria,Yellowstone National Park,249,Vascular Plant,"Bishops Goutweed, Old Man's Beard",Not Evaluated,Bishops Goutweed
Aegopodium podagraria,Yosemite National Park,198,Vascular Plant,"Bishops Goutweed, Old Man's Beard",Not Evaluated,Bishops Goutweed
Aeronautes saxatalis,Bryce National Park,95,Bird,White-Throated Swift,Not Evaluated,White-Throated Swift
Aeronautes saxatalis,Great Smoky Mountains National Park,77,Bird,White-Throated Swift,Not Evaluated,White-Throated Swift
Aeronautes saxatalis,Yellowstone National Park,264,Bird,White-Throated Swift,Not Evaluated,White-Throated Swift
Aeronautes saxatalis,Yosemite National Park,178,Bird,White-Throated Swift,Not Evaluated,White-Throated Swift
Aesculus californica,Bryce National Park,108,Vascular Plant,California Buckeye,Not Evaluated,California Buckeye
Aesculus californica,Great Smoky Mountains National Park,89,Vascular Plant,California Buckeye,Not Evaluated,California Buckeye
Aesculus californica,Yellowstone National Park,246,Vascular Plant,California Buckeye,Not Evaluated,California Buckeye
Aesculus californica,Yosemite National Park,128,Vascular Plant,California Buckeye,Not Evaluated,California Buckeye
Aesculus flava,Bryce National Park,117,Vascular Plant,Yellow Buckeye,Not Evaluated,Yellow Buckeye
Aesculus flava,Great Smoky Mountains National Park,73,Vascular Plant,Yellow Buckeye,Not Evaluated,Yellow Buckeye
Aesculus flava,Yellowstone National Park,212,Vascular Plant,Yellow Buckeye,Not Evaluated,Yellow Buckeye
Aesculus flava,Yosemite National Park,119,Vascular Plant,Yellow Buckeye,Not Evaluated,Yellow Buckeye
Aesculus glabra,Bryce National Park,76,Vascular Plant,Ohio Buckeye,Not Evaluated,Ohio Buckeye
Aesculus glabra,Great Smoky Mountains National Park,94,Vascular Plant,Ohio Buckeye,Not Evaluated,Ohio Buckeye
Aesculus glabra,Yellowstone National Park,247,Vascular Plant,Ohio Buckeye,Not Evaluated,Ohio Buckeye
Aesculus glabra,Yosemite National Park,163,Vascular Plant,Ohio Buckeye,Not Evaluated,Ohio Buckeye
Aesculus pavia,Bryce National Park,133,Vascular Plant,Red Buckeye,Not Evaluated,Red Buckeye
Aesculus pavia,Great Smoky Mountains National Park,49,Vascular Plant,Red Buckeye,Not Evaluated,Red Buckeye
Aesculus pavia,Yellowstone National Park,199,Vascular Plant,Red Buckeye,Not Evaluated,Red Buckeye
Aesculus pavia,Yosemite National Park,164,Vascular Plant,Red Buckeye,Not Evaluated,Red Buckeye
Aesculus sylvatica,Bryce National Park,100,Vascular Plant,Painted Buckeye,Not Evaluated,Painted Buckeye
Aesculus sylvatica,Great Smoky Mountains National Park,69,Vascular Plant,Painted Buckeye,Not Evaluated,Painted Buckeye
Aesculus sylvatica,Yellowstone National Park,263,Vascular Plant,Painted Buckeye,Not Evaluated,Painted Buckeye
Aesculus sylvatica,Yosemite National Park,157,Vascular Plant,Painted Buckeye,Not Evaluated,Painted Buckeye
Agalinis purpurea,Bryce National Park,91,Vascular Plant,"Large-Purple False-Foxglove, Purple Gerardia",Not Evaluated,Large-Purple False-Foxglove
Agalinis purpurea,Great Smoky Mountains National Park,71,Vascular Plant,"Large-Purple False-Foxglove, Purple Gerardia",Not Evaluated,Large-Purple False-Foxglove
Agalinis purpurea,Yellowstone National Park,263,Vascular Plant,"Large-Purple False-Foxglove, Purple Gerardia",Not Evaluated,Large-Purple False-Foxglove
Agalinis purpurea,Yosemite National Park,176,Vascular Plant,"Large-Purple False-Foxglove, Purple Gerardia",Not Evaluated,Large-Purple False-Foxglove
Agalinis setacea,Bryce National Park,116,Vascular Plant,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",Not Evaluated,Narrow-Leaved Gerardia
Agalinis setacea,Great Smoky Mountains National Park,82,Vascular Plant,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",Not Evaluated,Narrow-Leaved Gerardia
Agalinis setacea,Yellowstone National Park,202,Vascular Plant,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",Not Evaluated,Narrow-Leaved Gerardia
Agalinis setacea,Yosemite National Park,190,Vascular Plant,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",Not Evaluated,Narrow-Leaved Gerardia
Agalinis tenuifolia,Bryce National Park,73,Vascular Plant,"Slender False-Foxglove, Slender Gerardia",Not Evaluated,Slender False-Foxglove
Agalinis tenuifolia,Great Smoky Mountains National Park,59,Vascular Plant,"Slender False-Foxglove, Slender Gerardia",Not Evaluated,Slender False-Foxglove
Agalinis tenuifolia,Yellowstone National Park,257,Vascular Plant,"Slender False-Foxglove, Slender Gerardia",Not Evaluated,Slender False-Foxglove
Agalinis tenuifolia,Yosemite National Park,145,Vascular Plant,"Slender False-Foxglove, Slender Gerardia",Not Evaluated,Slender False-Foxglove
Agastache nepetoides,Bryce National Park,106,Vascular Plant,"Giant Hyssop, Hyssop",Not Evaluated,Giant Hyssop
Agastache nepetoides,Great Smoky Mountains National Park,76,Vascular Plant,"Giant Hyssop, Hyssop",Not Evaluated,Giant Hyssop
Agastache nepetoides,Yellowstone National Park,237,Vascular Plant,"Giant Hyssop, Hyssop",Not Evaluated,Giant Hyssop
Agastache nepetoides,Yosemite National Park,144,Vascular Plant,"Giant Hyssop, Hyssop",Not Evaluated,Giant Hyssop
Agastache scrophulariifolia,Bryce National Park,116,Vascular Plant,"Giant Hyssop, Purple Giant Hyssop",Not Evaluated,Giant Hyssop
Agastache scrophulariifolia,Great Smoky Mountains National Park,55,Vascular Plant,"Giant Hyssop, Purple Giant Hyssop",Not Evaluated,Giant Hyssop
Agastache scrophulariifolia,Yellowstone National Park,232,Vascular Plant,"Giant Hyssop, Purple Giant Hyssop",Not Evaluated,Giant Hyssop
Agastache scrophulariifolia,Yosemite National Park,133,Vascular Plant,"Giant Hyssop, Purple Giant Hyssop",Not Evaluated,Giant Hyssop
Agastache urticifolia,Bryce National Park,95,Vascular Plant,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",Not Evaluated,Horsemint Giant Hyssop
Agastache urticifolia,Great Smoky Mountains National Park,57,Vascular Plant,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",Not Evaluated,Horsemint Giant Hyssop
Agastache urticifolia,Yellowstone National Park,236,Vascular Plant,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",Not Evaluated,Horsemint Giant Hyssop
Agastache urticifolia,Yosemite National Park,144,Vascular Plant,"Horsemint Giant Hyssop, Nettleleaf Giant Hyssop",Not Evaluated,Horsemint Giant Hyssop
Agelaius phoeniceus,Bryce National Park,97,Bird,Red-Winged Blackbird,Not Evaluated,Red-Winged Blackbird
Agelaius phoeniceus,Great Smoky Mountains National Park,83,Bird,Red-Winged Blackbird,Not Evaluated,Red-Winged Blackbird
Agelaius phoeniceus,Yellowstone National Park,250,Bird,Red-Winged Blackbird,Not Evaluated,Red-Winged Blackbird
Agelaius phoeniceus,Yosemite National Park,155,Bird,Red-Winged Blackbird,Not Evaluated,Red-Winged Blackbird
Ageratina altissima,Bryce National Park,94,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima,Great Smoky Mountains National Park,64,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima,Yellowstone National Park,254,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima,Yosemite National Park,178,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima var. altissima,Bryce National Park,120,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima var. altissima,Great Smoky Mountains National Park,81,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima var. altissima,Yellowstone National Park,249,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima var. altissima,Yosemite National Park,152,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima var. roanensis,Bryce National Park,96,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima var. roanensis,Great Smoky Mountains National Park,63,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima var. roanensis,Yellowstone National Park,249,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina altissima var. roanensis,Yosemite National Park,139,Vascular Plant,White Snakeroot,Not Evaluated,White Snakeroot
Ageratina aromatica var. aromatica,Bryce National Park,110,Vascular Plant,Lesser Snakeroot,Not Evaluated,Lesser Snakeroot
Ageratina aromatica var. aromatica,Great Smoky Mountains National Park,84,Vascular Plant,Lesser Snakeroot,Not Evaluated,Lesser Snakeroot
Ageratina aromatica var. aromatica,Yellowstone National Park,205,Vascular Plant,Lesser Snakeroot,Not Evaluated,Lesser Snakeroot
Ageratina aromatica var. aromatica,Yosemite National Park,117,Vascular Plant,Lesser Snakeroot,Not Evaluated,Lesser Snakeroot
Ageratina occidentalis,Bryce National Park,89,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Not Evaluated,Western Eupatorium
Ageratina occidentalis,Great Smoky Mountains National Park,74,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Not Evaluated,Western Eupatorium
Ageratina occidentalis,Yellowstone National Park,246,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Not Evaluated,Western Eupatorium
Ageratina occidentalis,Yosemite National Park,146,Vascular Plant,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",Not Evaluated,Western Eupatorium
Agkistrodon contortrix mokasen,Bryce National Park,101,Reptile,Northern Copperhead,Not Evaluated,Northern Copperhead
Agkistrodon contortrix mokasen,Great Smoky Mountains National Park,43,Reptile,Northern Copperhead,Not Evaluated,Northern Copperhead
Agkistrodon contortrix mokasen,Yellowstone National Park,212,Reptile,Northern Copperhead,Not Evaluated,Northern Copperhead
Agkistrodon contortrix mokasen,Yosemite National Park,152,Reptile,Northern Copperhead,Not Evaluated,Northern Copperhead
Agoseris aurantiaca,Bryce National Park,111,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",Not Evaluated,Orange Agoseris
Agoseris aurantiaca,Great Smoky Mountains National Park,81,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",Not Evaluated,Orange Agoseris
Agoseris aurantiaca,Yellowstone National Park,241,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",Not Evaluated,Orange Agoseris
Agoseris aurantiaca,Yosemite National Park,146,Vascular Plant,"Orange Agoseris, Orange-Flowered False-Dandelion",Not Evaluated,Orange Agoseris
Agoseris elata,Bryce National Park,114,Vascular Plant,Tall Agoseris,Not Evaluated,Tall Agoseris
Agoseris elata,Great Smoky Mountains National Park,68,Vascular Plant,Tall Agoseris,Not Evaluated,Tall Agoseris
Agoseris elata,Yellowstone National Park,239,Vascular Plant,Tall Agoseris,Not Evaluated,Tall Agoseris
Agoseris elata,Yosemite National Park,130,Vascular Plant,Tall Agoseris,Not Evaluated,Tall Agoseris
Agoseris glauca var. dasycephala,Bryce National Park,114,Vascular Plant,"Pale Agoseris, Pale Goat-Chicory",Not Evaluated,Pale Agoseris
Agoseris glauca var. dasycephala,Great Smoky Mountains National Park,93,Vascular Plant,"Pale Agoseris, Pale Goat-Chicory",Not Evaluated,Pale Agoseris
Agoseris glauca var. dasycephala,Yellowstone National Park,257,Vascular Plant,"Pale Agoseris, Pale Goat-Chicory",Not Evaluated,Pale Agoseris
